Text,Class 
высшее профильное образование. - опыт работы по контролю монтажных работ электрических и слаботочных систем не менее 5 лет. - опыт взаимодействия с...,requirements
"принятие участия в рассмотрении и согласовании возникающих в ходе <highlighttext>строительства</highlighttext> изменений проектных решений. - проверка/составление исполнительной документации. - проверка объёмов, подписание...",responsibilities
Опыт работы в дорожном <highlighttext>строительстве</highlighttext> не менее 5 лет (желательно в полевых условиях в районах Крайнего Севера). Знание строительной-дорожной...,requirements
"Увязка проектных решений с другими разделами проектной документации. Осуществление авторского надзора. Руководство процессом <highlighttext>строительства</highlighttext>. Проверка качества используемых для <highlighttext>строительства</highlighttext>, материалов.",responsibilities
"по внутренним и наружным инжирным сетям. Отличное знание законодательства РФ в области <highlighttext>строительства</highlighttext>, охраны труда ,нормативно-технической документации, технологий и...",requirements
"Организация строительного производства ( договоры подряда, сметы, графики производства работ, недельно - суточные задания) , управление объектом <highlighttext>строительства</highlighttext>. Организация работ на строительных площадках...",responsibilities
Высшее образование в области <highlighttext>строительства</highlighttext> (промышленное и гражданское <highlighttext>строительство</highlighttext> будет преимуществом). Опыт работы на строительных площадках в техническом надзоре заказчика...,requirements
"Работа по сдаче, приемке и вводу в эксплуатацию объектов <highlighttext>строительства</highlighttext>. Контроль работы по ведению учета и составлению отчетности по <highlighttext>строительству</highlighttext>. ",responsibilities
"Графики потребности в основных строительных машинах, транспортных средствах и в кадрах <highlighttext>строителей</highlighttext> по основным категориям. ⦁ Методы расчетов линейных и сетевых...",requirements
"Сбор, обработка и накопление научно-технической информации в области <highlighttext>строительства</highlighttext>. Подготовка исходных данных для оперативных совещаний о ходе <highlighttext>строительства</highlighttext>. ",responsibilities
"...графических редакторах Photoshop и CorelDraw. Базовые навыки работы в AutoCAD, Revit и Figma. Опыт работы в области <highlighttext>строительства</highlighttext> и ремонта.",requirements
"Взаимодействие с клиентом, его представителями, дизайнерами, архитекторами, <highlighttext>строителями</highlighttext>, девелоперами. Плотно поддерживать связь с коллегами (руководителем проекта, бригадирами, монтажниками, проектировщиками, программистами...",responsibilities
"Высшее или среднее профессиональное образование. Опыт работы в <highlighttext>строительстве</highlighttext>, чтение чертежей. Опыт общения с заказчиком подрядчиком. Уверенный пользователь пакета MS...",requirements
"Работа на объектах (ПГС, мосты, силосы и др.). Руководство бригадой. Ведение специальных журналов, подготовка исполнительной документации и актов.",responsibilities
Опыт работы с проектной документацией. Опыт деловой переписки с подрядными организациями. Опыт ведения <highlighttext>строительства</highlighttext> и ввода в эксплуатацию объектов ж...,requirements
"Проверка форм КС-2, КС-3 подрядных организаций. Рассмотрение возникающих в ходе <highlighttext>строительства</highlighttext> изменений проектных решений. Контроль ведения исполнительной документации...",responsibilities
"Хорошее знание программы Excel. Нацеленность на развитие и конечный результат. Образование - высшее/ неоконченное высшее /среднее специальное (инженер-архитектор, инженер-<highlighttext>строитель</highlighttext>).",requirements
Индивидуальный подход к каждому клиенту. Использование проверенных и хорошо зарекомендовавших себя технологий и материалов. Выполнение гарантийных обязательств. Расчет объёмов работ...,responsibilities
"Образование высшее строительное ПГС. Наличие профессионального опыта работы (не менее 3 лет) в областях, связанных с проектированием ПОС электросетевых объектов...",requirements
1. Сбор исходных данных. Предпроектное обследование. 2. Разработка проекта организации <highlighttext>строительства</highlighttext> (ПОС) при проектировании энергетических объектов ТП и КЛ 0...,responsibilities
"Высшее образование (ПГС, инженер-<highlighttext>строитель</highlighttext>). Опыт работы руководителем проекта с аналогичными задачами в структуре ГЕНПОДРЯЧИКА за последние 3 года. ",requirements
"Анализ и выбор наиболее эффективных методов организации <highlighttext>строительства</highlighttext> объектов проекта (организация строительных площадок, используемые механизмы и методы выполнения строительно-монтажных...",responsibilities
"Образование – высшее (специализации: промышленное-гражданское <highlighttext>строительство</highlighttext>, инженерно-технические). Опыт работы – от 1 года в сфере <highlighttext>строительства</highlighttext>, навыки работы с подрядными...",requirements
"Осуществлять выезды по объектам для проведения технического обследования. Формировать техническую документацию по итогам выезда (бриф, оценочный лист, инженерное заключение и...",responsibilities
...работам со стороны службы заказчика (или генподрядчика) от 3-х лет. Нахождение в национальном реестре <highlighttext>строителей</highlighttext>. Профессиональное владение MS Office.,requirements
"Осуществление функций инженера строительного контроля по общестроительным работам. - Осуществление строительного контроля по строительно-монтажным работам, в том числе проверка соответствия...",responsibilities
Знание нормативной документации промышленного и гражданского <highlighttext>строительства</highlighttext>. Навык создания 3D-макетов и 3D-визуализации. В соответствии с ТК...,requirements
Проектирование объектов кампуса МФТИ. Подготовка строительно-конструкторской документации к тендерам. Подготовка визуальных материалов для презентаций проектов.,responsibilities
Высшее профессиональное образование. Знание нормативных документов в сфере <highlighttext>строительства</highlighttext> и проектирования. Опыт от 3 лет в сфере жилищного <highlighttext>строительства</highlighttext>.,requirements
"...точек контакта с резидентами ЖК, разграничении поток жителей с курьерами, <highlighttext>строителями</highlighttext>, техническим персоналом УК. Корпоративное согласование планируемых и выполненных объемов...",responsibilities
"Опыт работы на руководящей должности по монолитному <highlighttext>строительству</highlighttext>, устройству ""стены в грунте"", БНС, свай по технологии CFA, распорной системы. ",requirements
"Руководство строительным процессом на площадке (монолитные, общестроительные работы). Ведение нормативной документации (журналы по ПБ, ОТ) на объекте. Планирование использования ресурсов...",responsibilities
"Образование – высшее профильное (специализации: промышленное-гражданское <highlighttext>строительство</highlighttext>, инженерно-технические). Опыт работы – от 1 года в сфере <highlighttext>строительства</highlighttext>, навыки работы с...",requirements
"Осуществлять выезды по объектам для проведения технического обследования. Формировать техническую документацию по итогам выезда (бриф, оценочный лист, инженерное заключение и...",responsibilities
"Образование – высшее (специализации: промышленное-гражданское <highlighttext>строительство</highlighttext>, инженерно-технические). Опыт работы – от 1 года в сфере <highlighttext>строительства</highlighttext>, навыки работы с подрядными...",requirements
"Осуществлять выезды по объектам для проведения технического обследования. Формировать техническую документацию по итогам выезда (бриф, оценочный лист, инженерное заключение и...",responsibilities
"Профильное образование (инженер-<highlighttext>строитель</highlighttext>/ПГС). Знание технологического процесса <highlighttext>строительства</highlighttext> ИССО (мосты, тоннели). Знание правил сборки опалубки, устройство армирования. ",requirements
"Организация работы на участке, управление рабочими. Соблюдение технологической последовательности производства строительно-монтажных работ на участке. Организация производства строительно-монтажных работ...",responsibilities
"Опыт работы не требуется (проводится обучение), но требуется умение работать и руками и головой. Ответственность и пунктуальность. Желание работать и...",requirements
"Монтаж систем дачной канализации, септиков для частных домов, дач, коттеджей. Монтаж наружных сетей канализации, водопровода, дренажа. Контроль за выполнением земляных...",responsibilities
Деньги. Общение с людьми. Стройку. Цифры. Дисциплину. Порядочность людей. Труд и усердие.,requirements
Анализировать потенциальные строительные объекты на предмет реализации работ: Выезжать на первичный осмотр (наземные и подземные объекты). Рассчитывать рентабельность объекта. ,responsibilities
Высшее/ неполное высшее образование (строительное). От 2х лет опыт работы в <highlighttext>строительстве</highlighttext> на руководящей должности. Опыт работы с проектными...,requirements
"Организация и контроль производства строительных ра­бот в соответствии с заданием, проектной документацией, <highlighttext>строитель</highlighttext>­ными нормами и правилами. ",responsibilities
"Навык работы в autocad, либо SketchUp, (схемы чертежи). Навык создания фотореалистичных или близких к ним рендеров в blender или UE...",requirements
"Осуществлять авторский надзор за ходом <highlighttext>строительства</highlighttext> (1-2 раза в неделю выезд на объект). Взаимодействие с дизайнерами и <highlighttext>строителями</highlighttext>, снабженцами.",responsibilities
...инженер <highlighttext>строитель</highlighttext> ПГС (сметные курсы). 2. Опыт работы не менее пяти лет. 3. Опыт работы в сфере промышленного <highlighttext>строительства</highlighttext> не...,requirements
"1. Проверка ТКП подрядчиков. 2. Проверка актов КС 2, КС 3. 3. Заведение заявок на оплату. 4. Проверка доп.соглашений. 5. ",responsibilities
"Высшее образование – инженер-<highlighttext>строитель</highlighttext>, желательно ПГС. Уверенные теоретические знания строительных материалов, строительной механики. Знание физики явлений и свойств материалов. ",requirements
"Организация и управление строительными процессами. Технический надзор, консультации, контроль качества выполняемых работ. Измерения, испытания строительных конструкций, в т.ч. ",responsibilities
Высшее техническое образование. Опыт работы в должности Инженера-<highlighttext>строителя</highlighttext> от 3 лет. Опыт и знания порядка получения ТУ на присоединение...,requirements
"Руководство общестроительным блоком проектов: <highlighttext>строительство</highlighttext> холодного склада ultra-fresh, <highlighttext>строительство</highlighttext> объектов инфраструктуры с/х предприятия в Ярославской области, модернизация офиса...",responsibilities
Высшее образование инженер-<highlighttext>строитель</highlighttext> (ПГС)-желательно. Опыт работы не менее года по специальности. Знание ПК - уровень продвинутого пользователя. ,requirements
Технический надзор за качеством проведения строительно-монтажных работ( в среднем в работе 4-6 новых объектов в месяц). ,responsibilities
"Знание и понимание работ по данному направлению- МОСТОСТОРЕНИЕ! * Наличие удостоверение, свидетельство или запись в трудовой. * Опыт аналогичной работы от 3...",requirements
"Выполнение монолитных железобетонных работ с соблюдением правил ТБ и высокого качества. * Вязка арматуры, монтаж/демонтаж опалубки, бетонирование. * <highlighttext>Строительство</highlighttext> мостов, путепроводов...",responsibilities
"Знание строительно-нормативной документации, чтение чертежей, опыт работы со сметами. Опыт работы в <highlighttext>строительстве</highlighttext> от 5 лет. Знание СНиП, ГОСТ. ",requirements
"Проверка наличия документов, удостоверяющих качество используемых при <highlighttext>строительстве</highlighttext> конструкций, изделий материалов. Согласование разрешительной и подготовка исполнительной документации. Контроль за соблюдением...",responsibilities
Устройство монолитных конструкций. Вязка арматуры. Заливка бетона. Монтаж/демонтаж опалубки. Условия: Работа на объектах Москвы.,responsibilities
"Опыт антикризисного управления, решения нестандартных ситуаций в процессе <highlighttext>строительства</highlighttext>. Навыки стратегического и тактического планирования деятельности, наличие сильных управленческих компетенций. ",requirements
"Ведение работ по внутренней отделке в строящихся высотных жилых домах. Организация эффективного непрерывного строительного процесса на площадке от мобилизации, приемки...",responsibilities
"...не менее 2-х лет. Опыт работы с внутренними сетями – отопление, вентиляция, кондиционирование - в жилищном <highlighttext>строительстве</highlighttext>. AutoCAD, Bim36.Docs, Word, Excel.",requirements
"Организация взаимодействия между проектной организацией, <highlighttext>строителями</highlighttext>. Участие в проектных совещаниях, снятие вопросов/замечаний (раздел ОВ). Ведение переписки по проектным вопросам...",responsibilities
"Опыт работы в области проектирования линейных объектов, общестроительные работы. Практическое знание процесса <highlighttext>строительства</highlighttext>, умение читать и работать с проектной и...",requirements
Сбор и консолидация исходных данных (обследование объекта) с целью формирования технического задания на проектирование в части инженерных решений. ,responsibilities
"ВАЖНО! У вас должен быть опыт работы в малоэтажном <highlighttext>строительстве</highlighttext> и сильное желание делать дома качественно, оперативно, как для себя. ",requirements
"Работа по договору. -Оперативная помощь и поддержка в любой момент. Обеспечение выполнения СМР в строжайшем соответствии с РД, СП, графиком...",responsibilities
"Высшее образование (желательно строительное). -Опыт работы на аналогичных позициях от 3-х лет. -Ответственность, системность,пунктуальность,грамотная речь, умение отстаивать...",requirements
Контроль выполнения работ на объектах. -Взаимодействие с прорабами на объектах. -Сдача работ технадзору заказчика. -Помощь и контроль в формировании исполнительной...,responsibilities
"Высшее образование. Опыт работы с партнерами и поставщиками из стран БРИКС и ШОС. Владение английским языком. Знание китайского,турецкого,арабского...",requirements
"...конференционной отрасли в сферах цифровизации городов ( Smart City),а также <highlighttext>строительства</highlighttext> и ЖКХ на предмет взаимовыгодного сотрудничества. Страны : Китай, Турция...",responsibilities
Опыт работы в сфере капитального <highlighttext>строительства</highlighttext> не менее 4-х лет в должности инженера. Знание порядка организация <highlighttext>строительства</highlighttext>. ,requirements
...документации на <highlighttext>строительство</highlighttext>. Строительный контроль. Переписка со всеми заинтересованными участниками <highlighttext>строительства</highlighttext>. Подготовка справок и отчетов о ходе реализации <highlighttext>строительства</highlighttext> объекта. ,responsibilities
"Опыт работы, связанный с контролем смет в <highlighttext>строительстве</highlighttext>, либо их составлением (экономист, сметчик), либо опыт контроля в сфере закупок (Федеральный...",requirements
Анализ и проверка закупок на предмет выявления случаев завышения начальной (максимальной) цены контракта с использованием проектно-сметного метода (ПИР; СМР).,responsibilities
"Высшее образование, опыт работы от 3-х лет. Знание ПК, владение программой гранд смета, смета ру. Опыт прохождения экспертизы.",requirements
"...данных для составления отчетности о выполнении планов <highlighttext>строительства</highlighttext>. Осуществление проверки сметной документации на <highlighttext>строительство</highlighttext> объектов, расчет стоимости, учет выполненных работ. ",responsibilities
"Высшее образование (квалификация ""инженер-<highlighttext>строитель</highlighttext>"" или ""горный инженер""). Опыт работы в данном направлении - от 4 лет. Умение читать проектно-технологическую...",requirements
Инициация заключения договора на СМР: подготовка ВОР и графика <highlighttext>строительства</highlighttext>; подготовка графика производства работ (включая график освоения средств к договору). ,responsibilities
"Знание материалов и технологий, применяемых в современном <highlighttext>строительстве</highlighttext>. Опыт работы по технологии BIM (<highlighttext>Building</highlighttext> Information Modeling) будет преимуществом.",requirements
Участие в разработке и разработка рабочей документации по устройству конструкции навесной фасадной системы с воздушным зазором. Проведение статических расчётов элементов...,responsibilities
Высшее образование в области <highlighttext>строительства</highlighttext> (промышленное и гражданское <highlighttext>строительство</highlighttext> будет преимуществом). Опыт работы на строительных площадках в техническом надзоре заказчика...,requirements
"Работа по сдаче, приемке и вводу в эксплуатацию объектов <highlighttext>строительства</highlighttext>. Контроль работы по ведению учета и составлению отчетности по <highlighttext>строительству</highlighttext>. ",responsibilities
...<highlighttext>строитель</highlighttext>. 2. Релевантный опыт работы от 5 лет. 3. Знание технологии <highlighttext>строительства</highlighttext> инженерных систем. 4. Знание нормативной базы в <highlighttext>строительстве</highlighttext>...,requirements
1. Формирование комплекта документов для подачи заявок на заключение соглашений о компенсации потерь с ресурсоснабжающими организациями. 2. Работа с проектной...,responsibilities
"2. Коммуникабельность — нужно схватывать налету, уметь задавать вопросы, выявлять, что тебе не понятно и закрывать свой запрос. 3. ",requirements
"Контроль выполнения задач, сроков работы команды и подрядчиков. - Составление отчетов. - Travel-поддержка. - Поиск новых подрядчиков и специалистов. - Назначение на собеседования. - ",responsibilities
Опыт работы в <highlighttext>строительстве</highlighttext>. Законченное образование инженера-<highlighttext>строителя</highlighttext> (ПГС). Опыт работы на соответствующей должности 3-6 лет. Уверенный пользователь Microsoft...,requirements
"Контроль технического регламента и соблюдения установленных норм, требований и правил при <highlighttext>строительстве</highlighttext> и сдаче объектов. Анализ и оценка технического задания. ",responsibilities
"Знание строительных Норм и Правил, ГОСТов. Сопровождение <highlighttext>строительства</highlighttext>: документооборот, журналы работ, сметы, КС2, КС3, списания. Опыт работы на...",requirements
"Обеспечение безопасной и качественной эксплуатации зданий, сооружений, производственных площадок, поддержание их в исправном состоянии, своевременное обслуживание, косметический и капитальный ремонт. ",responsibilities
"Опыт работы в АХО, техником, сантехником, электриком, плотником, <highlighttext>строителем</highlighttext>. Опыт работы с различным ручным инструментом. Опыт выполнения строительно-ремонтных и...",requirements
"Ремонт и строительные работы помещения (изготовление подвесных потолков, штукатурка стен, наливные полы, сантехнические работы.). Контроль эксплуатации объекта после <highlighttext>строительства</highlighttext> (после...",responsibilities
"Среднее техническое образование. Опыт работы в аналогичной должности от 1 года. Умение делать своими руками мелкий ремонт. Ответственность, аккуратность.",requirements
"Осуществление технического обслуживания зданий и помещений (малярные, штукатурные работы, укладка плитки, мелкий ремонт,). Проведение общестроительных работ. Выполнение своевременного и качественного...",responsibilities
Опыт работы электромонтажником от 1 года. Знание основ электротехники и электробезопасности. Знание технологий и правил производства электромонтажных работ. ,requirements
"Монтаж внутренних кабельных линий лоточной части. Слесарно-сборочные работы. Расключение различных типов НКУ: ВРУ, ГРЩ, АВР, шкафы автоматики и др. ",responsibilities
"Строительные нормы и правила, технические регламенты в области <highlighttext>строительства</highlighttext> и ремонта. Знание строительных процессов и технологий, умение читать чертежи, определять...",requirements
Осуществляет техническую приемку законченных СМР и объектов по реконструкции и <highlighttext>строительству</highlighttext> проверяет необходимую исполнительно-техническую документацию. Контролирует качество устранения строительными...,responsibilities
Образование высшее в <highlighttext>строительстве</highlighttext>. Знание программ AutoCAD; Microsoft Excel; Microsoft Word. Опыт работы в должности Инженера ПТО не менее 3...,requirements
"Оформление, передача Подрядчику Журналов работ. Приемка от Проектировщика и передача Подрядчику проектно-сметной документации. Подготовка и передача Подрядчику разрешительной документации. ",responsibilities
"Образование – высшее (специализации: промышленное-гражданское <highlighttext>строительство</highlighttext>, инженерно-технические). Опыт работы – от 1 года в сфере <highlighttext>строительства</highlighttext>, навыки работы с подрядными...",requirements
"Осуществлять выезды по объектам для проведения технического обследования. Формировать техническую документацию по итогам выезда (бриф, оценочный лист, инженерное заключение и...",responsibilities
"Знание нормативной базы в <highlighttext>строительстве</highlighttext>, понимание современных методов проектирования и <highlighttext>строительства</highlighttext>. Уверенный пользователь офисных программ и программного обеспечения автоматизированного проектирования...",requirements
"Подготовка ТЗ на стадии АК, П, РД на проведение инженерных изысканий, проектирование; Организация подготовки проектной и рабочей документации для <highlighttext>строительства</highlighttext>...",responsibilities
"Образование – высшее (специализации: промышленное-гражданское <highlighttext>строительство</highlighttext>, инженерно-технические). Опыт работы – от 1 года в сфере <highlighttext>строительства</highlighttext>, навыки работы с подрядными...",requirements
"Осуществлять выезды по объектам для проведения технического обследования. Формировать техническую документацию по итогам выезда (бриф, оценочный лист, инженерное заключение и...",responsibilities
"Знание строительных норм и правил, технических регламентов, законодательной документации в областях противопожарной безопасности, охраны труда и технике безопасности, экологии, санитарно...",requirements
...учет вносимых в проект изменений в ходе <highlighttext>строительства</highlighttext>. Оформление исполнительной документации на <highlighttext>строительство</highlighttext> объектов. Участие а разработке ППР. ,responsibilities
"Опыт организации, управления и контроля выполнения строительных работ. Знание законодательства РФ в области <highlighttext>строительства</highlighttext>, охраны труда, нормативно-технической документации, технологий...",requirements
"Организация строительного производства (графики производства работ, недельно - суточные задания), управление объектом <highlighttext>строительства</highlighttext>. Организация работ на строительных площадках в соответствии с...",responsibilities
"...постановлений и стандартов ПАО ""ФСК ЕЭС"", МКС-филиал ПАО ""МОЭСК"". Знание программ MS Office, Adobe Reader, AutoCAD. ГЕКТОР: Проектировщик — <highlighttext>строитель</highlighttext>.",requirements
"Сбор исходных данных. Предпроектное обследование. Разработка проекта организации <highlighttext>строительства</highlighttext> (ПОС) при проектировании энергетических объектов ТП и КЛ 0,4-20...",responsibilities
"Умение работать с людьми, навыки коммуникации, в том числе взаимодействие со специалистами из смежных областей, <highlighttext>строителями</highlighttext>, дизайнерами, представителями заказчика. ",requirements
"Активная самостоятельная разработка рабочей документации разделов ЭОМ по объектам заказчика. - Авторский надзор на этапе <highlighttext>строительства</highlighttext>, сопровождение разработанной документации. - ",responsibilities
"Знание и опыт работы с ПК на уровне пользователя (MS Office, Google Chrome). Адаптивность, ответственность, креативность, исполнительность, целеустремленность. ",requirements
"...программе АС ""<highlighttext>Строитель</highlighttext>"". Консультацией подрядчиков в части занесения графика производства работ в системе АС «<highlighttext>Строитель</highlighttext>». Администрированием АС ""<highlighttext>Строитель</highlighttext>"" в части...",responsibilities
"Умение работать с людьми, навыки коммуникации, в том числе взаимодействие со специалистами из смежных областей, <highlighttext>строителями</highlighttext>, дизайнерами, представителями заказчика. ",requirements
"Активная самостоятельная разработка рабочей документации разделов СС по объектам заказчика. - Авторский надзор на этапе <highlighttext>строительства</highlighttext>, сопровождение разработанной документации. - ",responsibilities
Высшее профессиональное образование(ПГС / Дороги / Мосты и др.). Уверенный пользователь пакета MS Office (Excel - продвинутый пользователь) и AutoCAD. ,requirements
"Проверка правильности заполнения специальных и общих журналов. Написание технических карт. Отслеживание условий договора на площадке, оформление актов на площадке. ",responsibilities
"Образование – высшее профильное (специализации: промышленное-гражданское <highlighttext>строительство</highlighttext>, инженерно-технические). Опыт работы – от 1 года в сфере <highlighttext>строительства</highlighttext>, навыки работы с...",requirements
"Осуществлять выезды по объектам для проведения технического обследования. Формировать техническую документацию по итогам выезда (бриф, оценочный лист, инженерное заключение и...",responsibilities
"Высшее образование - бакалавриат Промышленное и гражданское <highlighttext>строительство</highlighttext> (ПГС). Дополнительные профессиональные программы - программы повышения квалификации, программы профессиональной переподготовки. Опыт работы в...",requirements
"Заключение договоров с подрядными организациями по ремонту зданий, помещений, дорожного полотна, элементов благоустройства комплекса, конструкций. Контроль за выполнением строительно-монтажных...",responsibilities
"Образование ПГС (обязательно). Опыт работы в монолите (преимущественный показатель), или в <highlighttext>строительстве</highlighttext> МКД.",requirements
"<highlighttext>Строительство</highlighttext> МКД в соответствии с ПД, руководство <highlighttext>строителями</highlighttext> на объектах компании, выполнение планов и графиков <highlighttext>строительства</highlighttext>. Оформление и ведение технической...",responsibilities
"Аналогичный опыт работы от 3 лет. Образование не ниже среднего-специального. Умение работать в режиме многозадачности. Активность, ответственность, пунктуальность, умение...",requirements
"Анализ первично-учетной документации, работа с проектно-сметной документацией. Подготовка технической документации на <highlighttext>строительство</highlighttext> и ремонт, составление дефектных ведомостей. ",responsibilities
